DataName,Stage,DateTime,ColumnName,Type,Min,Max,RowCount,MissingCount,NotMissingCount,ErrorCount,EmptyCount,Mean,ValueCount
ELEMENTS,3,2019-04-14 16:19:11.818784,ORIGENDDATE,FieldType.STRING,03/03/2018,06/01/2018,20707.0,20700.0,7.0,0.0,0.0,,3
ELEMENTS,3,2019-04-14 16:19:11.818784,STARTDATE,FieldType.DATE,2017-01-04 00:00:00+00:00,2018-10-02 00:00:00+00:00,20707.0,0.0,20707.0,4.0,0.0,,13
EXITDEATHS,3,2019-04-14 16:19:14.145313,AVCREFUND,FieldType.INTEGER,0.0,0.0,1581.0,20.0,1561.0,0.0,0.0,0.0,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,BCEDATE,FieldType.STRING,,,1581.0,1581.0,0.0,0.0,0.0,,1
EXITDEATHS,3,2019-04-14 16:19:14.145313,CHILDDATECEASE,FieldType.STRING,,,1581.0,1581.0,0.0,0.0,0.0,,1
EXITDEATHS,3,2019-04-14 16:19:14.145313,CHILDDATECOMMENCED,FieldType.STRING,,,1581.0,1581.0,0.0,0.0,0.0,,1
EXITDEATHS,3,2019-04-14 16:19:14.145313,CHILDINC3,FieldType.STRING,,,1581.0,1581.0,0.0,0.0,0.0,,1
EXITDEATHS,3,2019-04-14 16:19:14.145313,CHILDINC4,FieldType.STRING,,,1581.0,1581.0,0.0,0.0,0.0,,1
EXITDEATHS,3,2019-04-14 16:19:14.145313,CHILDINCDATE,FieldType.STRING,,,1581.0,1581.0,0.0,0.0,0.0,,1
EXITDEATHS,3,2019-04-14 16:19:14.145313,CHILDPENSION,FieldType.INTEGER,0.0,0.0,1581.0,802.0,779.0,0.0,0.0,0.0,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,CHILDPENSIONPAYABLE,FieldType.INTEGER,0.0,0.0,1581.0,802.0,779.0,0.0,0.0,0.0,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,DATEAVCREFUND,FieldType.STRING,,,1581.0,1581.0,0.0,0.0,0.0,,1
EXITDEATHS,3,2019-04-14 16:19:14.145313,DATECASHPAID,FieldType.DATE,1996-03-25 00:00:00+00:00,2017-04-06 00:00:00+00:00,1581.0,1562.0,19.0,0.0,0.0,,19
EXITDEATHS,3,2019-04-14 16:19:14.145313,EXITDATE,FieldType.DATE,1979-06-05 00:00:00+00:00,2018-03-03 00:00:00+00:00,1581.0,0.0,1581.0,0.0,0.0,,
EXITDEATHS,3,2019-04-14 16:19:14.145313,EXITTYPE,FieldType.STRING,Death of Dependant,In Service,1581.0,3.0,1578.0,0.0,0.0,,5
EXITDEATHS,3,2019-04-14 16:19:14.145313,FPSEXIT,FieldType.INTEGER,0.0,0.0,1581.0,20.0,1561.0,0.0,0.0,0.0,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,ID,FieldType.INTEGER,32.0,1725.0,1581.0,0.0,1581.0,0.0,0.0,859.1334598355473,
EXITDEATHS,3,2019-04-14 16:19:14.145313,LTA,FieldType.INTEGER,0.0,0.0,1581.0,802.0,779.0,0.0,0.0,0.0,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,LUMPSUM,FieldType.DECIMAL,0.0,178560.0,1581.0,20.0,1561.0,0.0,0.0,2605.093420884046,115
EXITDEATHS,3,2019-04-14 16:19:14.145313,MARITALSTATUS,FieldType.STRING,Married,Widowed,1581.0,1578.0,3.0,0.0,0.0,,3
EXITDEATHS,3,2019-04-14 16:19:14.145313,MEMNO,FieldType.INTEGER,18736.0,75557.0,1581.0,0.0,1581.0,0.0,0.0,31759.42378241617,
EXITDEATHS,3,2019-04-14 16:19:14.145313,NOCHILDREN,FieldType.INTEGER,0.0,0.0,1581.0,802.0,779.0,0.0,0.0,0.0,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,NOPERIODS,FieldType.INTEGER,0.0,364.0,1581.0,1.0,1580.0,0.0,0.0,93.17088607594944,265
EXITDEATHS,3,2019-04-14 16:19:14.145313,PAYMENTPAYEE,FieldType.STRING,Triv commutation,Triv commutation,1581.0,1580.0,1.0,0.0,0.0,,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,PENSERYEARS,FieldType.INTEGER,0.0,91.0,1581.0,1.0,1580.0,0.0,0.0,3.4050632911392387,41
EXITDEATHS,3,2019-04-14 16:19:14.145313,SERVPERIODS,FieldType.STRING,Days,Days,1581.0,779.0,802.0,0.0,0.0,,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,SKEMCONTREFUND,FieldType.DECIMAL,0.0,4420.31,1581.0,20.0,1561.0,0.0,0.0,6.639846252402309,8
EXITDEATHS,3,2019-04-14 16:19:14.145313,SPOUSEDATECEASE,FieldType.STRING,,,1581.0,1581.0,0.0,0.0,0.0,,1
EXITDEATHS,3,2019-04-14 16:19:14.145313,SPOUSEDATECOMMENCED,FieldType.STRING,10/11/1998,12/10/2002,1581.0,1579.0,2.0,0.0,0.0,,3
EXITDEATHS,3,2019-04-14 16:19:14.145313,SPOUSEINC1,FieldType.INTEGER,0.0,0.0,1581.0,802.0,779.0,0.0,0.0,0.0,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,SPOUSEINC2,FieldType.INTEGER,0.0,0.0,1581.0,802.0,779.0,0.0,0.0,0.0,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,SPOUSEINC3,FieldType.INTEGER,0.0,0.0,1581.0,802.0,779.0,0.0,0.0,0.0,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,SPOUSEINC4,FieldType.INTEGER,0.0,0.0,1581.0,802.0,779.0,0.0,0.0,0.0,2
EXITDEATHS,3,2019-04-14 16:19:14.145313,SPOUSEINCDATE,FieldType.STRING,,,1581.0,1581.0,0.0,0.0,0.0,,1
EXITDEATHS,3,2019-04-14 16:19:14.145313,SPOUSEPENSION,FieldType.DECIMAL,0.0,16305.36,1581.0,20.0,1561.0,0.0,0.0,209.20886611146693,230
EXITDEATHS,3,2019-04-14 16:19:14.145313,SPOUSEPENSIONPAYABLE,FieldType.DECIMAL,0.0,22784.14,1581.0,20.0,1561.0,0.0,0.0,1091.3121204356175,644
EXITDEATHS,3,2019-04-14 16:19:14.145313,SPOUSEPENSIONSTARTED,FieldType.STRING,,,1581.0,1581.0,0.0,0.0,0.0,,1
EXITDEATHS,3,2019-04-14 16:19:14.145313,STATUS,FieldType.INTEGER,3.0,99.0,1581.0,0.0,1581.0,0.0,0.0,87.52371916508538,11
EXITDEATHS,3,2019-04-14 16:19:14.145313,STATUSDATE,FieldType.DATE,1979-06-06 00:00:00+00:00,2007-06-12 00:00:00+00:00,1581.0,778.0,803.0,0.0,0.0,,737
EXITDEATHS,3,2019-04-14 16:19:14.145313,TAXLUMPSUM,FieldType.INTEGER,0.0,0.0,1581.0,802.0,779.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,AVCFUND,FieldType.DECIMAL,0.0,592431.52,11208.0,7452.0,3756.0,0.0,0.0,1060.4708040468588,160
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,CASHELEMENT1,FieldType.INTEGER,0.0,0.0,11208.0,136.0,11072.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,CASHELEMENT2,FieldType.DECIMAL,0.0,83867.74,11208.0,136.0,11072.0,0.0,0.0,1476.9919409320776,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,CHILDINC1,FieldType.INTEGER,0.0,0.0,11208.0,7635.0,3573.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,CHILDINC2,FieldType.DECIMAL,0.0,26011.51,11208.0,26.0,11182.0,0.0,0.0,926.03164729029,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,CHILDINC3,FieldType.INTEGER,0.0,0.0,11208.0,7635.0,3573.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,CHILDINC4,FieldType.INTEGER,0.0,0.0,11208.0,7635.0,3573.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,CHILDPENSION,FieldType.INTEGER,0.0,0.0,11208.0,7635.0,3573.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,CHILDPENSIONPAYABLE,FieldType.INTEGER,0.0,0.0,11208.0,7635.0,3573.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,DATEAVC,FieldType.DATE,1987-09-14 00:00:00+00:00,2007-06-30 00:00:00+00:00,11208.0,11011.0,197.0,0.0,0.0,,145
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,DATERETAINED,FieldType.STRING,,,11208.0,11208.0,0.0,0.0,0.0,,1
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,ELEMENT1,FieldType.DECIMAL,0.0,40504.86,11208.0,7635.0,3573.0,0.0,0.0,2510.9411335012646,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,ELEMENT2,FieldType.DECIMAL,-478.05,27208.25,11208.0,7635.0,3573.0,0.0,0.0,2786.7199272320154,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,ELEMENT3,FieldType.DECIMAL,0.0,31362.96,11208.0,7635.0,3573.0,0.0,0.0,3686.9587293590835,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,ELEMENT4,FieldType.INTEGER,0.0,0.0,11208.0,7635.0,3573.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,EXITDATE,FieldType.DATE,1964-06-30 00:00:00+00:00,2013-04-30 00:00:00+00:00,11208.0,0.0,11208.0,0.0,0.0,,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,EXITTYPE,FieldType.STRING,Non-Qualified Deferreds,Qualified Deferreds,11208.0,14.0,11194.0,0.0,0.0,,3
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,FINALREMUN,FieldType.INTEGER,0.0,43896.0,11208.0,136.0,11072.0,0.0,0.0,80.79190751445088,41
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,FPSEXIT,FieldType.DECIMAL,0.0,166532.56,11208.0,135.0,11073.0,0.0,0.0,17040.176631445825,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,ID,FieldType.INTEGER,8020.0,19586.0,11208.0,0.0,11208.0,0.0,0.0,13724.808797287658,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,IRMAXCASH,FieldType.INTEGER,0.0,0.0,11208.0,7635.0,3573.0,26.0,0.0,0.0,3
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,IRMAXPENSION,FieldType.DECIMAL,-1.97,57385.5,11208.0,136.0,11072.0,0.0,0.0,1151.0136190390185,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,IRREGIME,FieldType.STRING,,,11208.0,11208.0,0.0,0.0,0.0,,1
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,MEMNO,FieldType.INTEGER,18654.0,75588.0,11208.0,0.0,11208.0,0.0,0.0,27874.347965738732,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,NOPERIODS,FieldType.INTEGER,-364.0,364.0,11208.0,358.0,10850.0,0.0,0.0,129.29225806451595,367
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,OPTOUT,FieldType.INTEGER,0.0,0.0,11208.0,7635.0,3573.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,PENATPENAGE,FieldType.DECIMAL,0.0,52673.5,11208.0,136.0,11072.0,0.0,0.0,3380.909319906073,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,PENSERYEARS,FieldType.INTEGER,0.0,67.0,11208.0,358.0,10850.0,0.0,0.0,4.993917050691251,37
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,QUOTEDTV,FieldType.DECIMAL,0.0,221909.99,11208.0,5864.0,5344.0,0.0,0.0,3340.9217776946175,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,RETAINEDCASH,FieldType.INTEGER,0.0,0.0,11208.0,7635.0,3573.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,RETAINEDPENSION,FieldType.INTEGER,0.0,0.0,11208.0,7635.0,3573.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,SCALEPENSION,FieldType.DECIMAL,0.0,41587.77,11208.0,26.0,11182.0,0.0,0.0,2082.657789304238,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,SCHEMECASH,FieldType.DECIMAL,0.0,70483.07,11208.0,136.0,11072.0,0.0,0.0,1559.015531972536,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,SERVPERIODS,FieldType.STRING,Days,Months,11208.0,644.0,10564.0,0.0,0.0,,3
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,SPOUSEINC1,FieldType.DECIMAL,0.0,6961532.33,11208.0,136.0,11072.0,0.0,0.0,2595.646556177753,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,SPOUSEINC2,FieldType.INTEGER,0.0,0.0,11208.0,136.0,11072.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,SPOUSEINC3,FieldType.INTEGER,0.0,69910.0,11208.0,136.0,11072.0,5.0,0.0,8924.727658805432,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,SPOUSEINC4,FieldType.INTEGER,0.0,0.0,11208.0,7635.0,3573.0,0.0,0.0,0.0,2
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,SPOUSEPENSION,FieldType.DECIMAL,0.0,17341.0,11208.0,26.0,11182.0,0.0,0.0,561.400291539974,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,SPOUSEPENSIONPAYABLE,FieldType.DECIMAL,0.0,17341.0,11208.0,26.0,11182.0,0.0,0.0,561.2196261849385,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,STATUS,FieldType.INTEGER,5.0,89.0,11208.0,0.0,11208.0,0.0,0.0,12.608672376873677,7
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,STATUSDATE,FieldType.DATE,1964-07-01 00:00:00+00:00,2013-04-30 00:00:00+00:00,11208.0,0.0,11208.0,0.0,0.0,,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,TOTAVCSEXIT,FieldType.DECIMAL,0.0,291161.64,11208.0,7452.0,3756.0,0.0,0.0,569.9601703940368,134
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,TOTEECONTSEXIT,FieldType.DECIMAL,0.0,99589.46,11208.0,4738.0,6470.0,0.0,0.0,8484.11234621335,
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,TVEXPIRES,FieldType.STRING,,,11208.0,11208.0,0.0,0.0,0.0,,1
EXITDEFERREDS,3,2019-04-14 16:19:21.664126,UNAUTHORISEDPAYMENTS,FieldType.INTEGER,0.0,0.0,11208.0,9258.0,1950.0,0.0,0.0,0.0,2
EXITREFUNDS,3,2019-04-14 16:19:25.855982,AVCREFUND,FieldType.INTEGER,0.0,0.0,6100.0,5709.0,391.0,0.0,0.0,0.0,2
EXITREFUNDS,3,2019-04-14 16:19:25.855982,DATEAVCREFUND,FieldType.STRING,,,6100.0,6100.0,0.0,0.0,0.0,,1
EXITREFUNDS,3,2019-04-14 16:19:25.855982,DATENETREFUND,FieldType.DATE,1981-06-30 00:00:00+00:00,2017-08-23 00:00:00+00:00,6100.0,3375.0,2725.0,0.0,0.0,,
EXITREFUNDS,3,2019-04-14 16:19:25.855982,DATETAXPAID,FieldType.DATE,1899-12-30 00:00:00+00:00,2008-06-23 00:00:00+00:00,6100.0,5709.0,391.0,0.0,0.0,,7
EXITREFUNDS,3,2019-04-14 16:19:25.855982,EXITDATE,FieldType.DATE,1979-04-16 00:00:00+00:00,2017-08-23 00:00:00+00:00,6100.0,0.0,6100.0,0.0,0.0,,
EXITREFUNDS,3,2019-04-14 16:19:25.855982,EXITTYPE,FieldType.STRING,Non-Qualified Refunds,Refund,6100.0,28.0,6072.0,0.0,0.0,,4
EXITREFUNDS,3,2019-04-14 16:19:25.855982,GROSSAVCINC,FieldType.INTEGER,0.0,0.0,6100.0,5709.0,391.0,0.0,0.0,0.0,2
EXITREFUNDS,3,2019-04-14 16:19:25.855982,GROSSINT,FieldType.DECIMAL,0.0,90.49,6100.0,5709.0,391.0,0.0,0.0,3.3809974424552434,57
EXITREFUNDS,3,2019-04-14 16:19:25.855982,GROSSREFUND,FieldType.DECIMAL,0.0,4796.22,6100.0,210.0,5890.0,0.0,0.0,291.04758743633386,
EXITREFUNDS,3,2019-04-14 16:19:25.855982,ID,FieldType.INTEGER,5695.0,11887.0,6100.0,0.0,6100.0,0.0,0.0,8756.073114754116,
EXITREFUNDS,3,2019-04-14 16:19:25.855982,MEMNO,FieldType.INTEGER,18655.0,75044.0,6100.0,0.0,6100.0,0.0,0.0,29695.388360655754,
EXITREFUNDS,3,2019-04-14 16:19:25.855982,NETREFUND,FieldType.DECIMAL,-1.58,9582.62,6100.0,210.0,5890.0,0.0,0.0,365.73158404074667,
EXITREFUNDS,3,2019-04-14 16:19:25.855982,NOPERIODS,FieldType.INTEGER,0.0,364.0,6100.0,0.0,6100.0,0.0,0.0,154.40672131147593,365
EXITREFUNDS,3,2019-04-14 16:19:25.855982,OPTOUT,FieldType.INTEGER,0.0,0.0,6100.0,5709.0,391.0,0.0,0.0,0.0,2
EXITREFUNDS,3,2019-04-14 16:19:25.855982,PENSERYEARS,FieldType.INTEGER,0.0,104.0,6100.0,0.0,6100.0,0.0,0.0,0.647868852459015,14
EXITREFUNDS,3,2019-04-14 16:19:25.855982,SERVPERIODS,FieldType.STRING,Days,Months,6100.0,24.0,6076.0,0.0,0.0,,3
EXITREFUNDS,3,2019-04-14 16:19:25.855982,SPAREDATE1,FieldType.DATE,1899-12-30 00:00:00+00:00,1899-12-30 00:00:00+00:00,6100.0,5709.0,391.0,0.0,0.0,,2
EXITREFUNDS,3,2019-04-14 16:19:25.855982,SPARENUM1,FieldType.DECIMAL,0.0,993.45,6100.0,5709.0,391.0,0.0,0.0,165.23250639386185,359
EXITREFUNDS,3,2019-04-14 16:19:25.855982,SPARENUM2,FieldType.DECIMAL,0.0,3290.76,6100.0,5709.0,391.0,0.0,0.0,528.2192838874678,375
EXITREFUNDS,3,2019-04-14 16:19:25.855982,STATUS,FieldType.INTEGER,5.0,19.0,6100.0,0.0,6100.0,0.0,0.0,18.525573770491878,3
